gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	CycloheximideControl_mean_psi	CycloheximideTDP43KD_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
HSP90AA1	ENSG00000080824.19	ENSG00000080824.19:s:102139250-102139699	0.0000;-0.0000;0.1307;-0.1154;-0.0107	7.588e-21;3.327e-10;6.721e-01;5.930e-01;2.596e-02	9.998e-01;9.998e-01;3.168e-02;4.793e-02;5.647e-01	0.0044;0.0084;0.5127;0.3123;0.1663	0.0125;0.0005;0.6567;0.1789;0.1548	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.2o2	5	4	1;1;0;0;0	chr14	-	102117727-102139250;102102383-102139250;102102085-102139250;102102082-102139250;102086378-102139250	na-102117727;102086217-102086418;102101875-102102383;102139250-102139699		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A102139699-102086217
RBL1	ENSG00000080839.12	ENSG00000080839.12:s:37067986-37068055	0.1181;-0.0237;-0.0796	6.124e-01;6.422e-02;3.579e-01	4.400e-02;4.392e-01;1.238e-01	0.4925;0.2432;0.2566	0.6289;0.2064;0.1669	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;0	chr20	-	37067297-37067986;37067121-37067986;37067021-37067986	37066993-37067121;37067233-37067297;37067986-37068055		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A37068055-37066993
IGSF9B	ENSG00000080854.16	ENSG00000080854.16:s:133918257-133918302	-0.0132;0.0417;0.0113;0.0367;-0.1418;0.0207	3.408e-03;3.237e-02;1.516e-02;1.339e-01;7.189e-01;4.738e-02	6.499e-01;4.484e-01;6.350e-01;3.033e-01;2.481e-02;4.761e-01	0.0583;0.0058;0.0738;0.1544;0.6039;0.1008	0.0386;0.0731;0.0948;0.2105;0.4598;0.1356	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	6	6	1;1;1;1;1;1	chr11	-	133916684-133918257;133914029-133918257;133913838-133918257;133912386-133918257;133912007-133918257;133914030-133918256	na-133913838;na-133916684;133911886-133912118;133912295-133912386;133913866-133914029;133918257-133918302	133914030-133918256	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A133918302-133911886
IGSF9B	ENSG00000080854.16	ENSG00000080854.16:t:133911886-133912118	-0.0196;-0.0980;0.0000;0.1168	7.569e-03;4.925e-01;7.592e-21;6.149e-01	6.069e-01;7.207e-02;9.993e-01;4.212e-02	0.1074;0.4362;0.0070;0.4409	0.0800;0.3345;0.0178;0.5643	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;1;0	chr11	-	133912007-133919742;133912007-133918257;133912007-133913418;133912007-133912295	133911886-133912118;133912295-133912386;133913418-na;133918257-133918302;133919742-133921397		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A133921397-133911886
IGSF9B	ENSG00000080854.16	ENSG00000080854.16:t:133918257-133918302	-0.1185;0.0995;0.0130	6.210e-01;5.090e-01;3.487e-02	4.547e-02;7.212e-02;5.300e-01	0.7294;0.1391;0.1292	0.5972;0.2513;0.1522	t|1e1.1o1|1e2.1o1|i	3	3	1;1;1	chr11	-	133918302-133919742;133918302-133919024;133918303-133919023	133918257-133918302;133919024-133919105;133919742-133921397	133918303-133919023	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A133921397-133918257
TCF7	ENSG00000081059.20	ENSG00000081059.20:s:134143592-134143640	-0.1111;0.0000;0.0000;0.0494;0.0472;0.0000	5.807e-01;7.586e-21;7.586e-21;1.359e-01;1.575e-01;7.586e-21	4.695e-02;1.000e+00;1.000e+00;2.856e-01;2.672e-01;1.000e+00	0.3870;0.0036;0.0003;0.1354;0.4784;0.0003	0.2633;0.0017;0.0001;0.1975;0.5351;0.0001	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1	6	6	0;0;0;1;0;0	chr5	+	134143640-134144797;134143640-134145260;134143640-134145741;134143640-134146201;134143640-134146224;134143640-134151656	134143592-134143640;134144797-134144869;134145260-134145340;134145741-134146185;134146201-134146303;134151656-134151865		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134151865-134143592
TCF7	ENSG00000081059.20	ENSG00000081059.20:t:134146201-134146303	0.0660;-0.0056;0.0924;-0.1475;0.0000	2.215e-01;3.982e-03;4.577e-01;8.104e-01;7.586e-21	1.984e-01;8.215e-01;8.386e-02;9.770e-03;1.000e+00	0.1242;0.0812;0.4408;0.3414;0.0064	0.2023;0.0623;0.5427;0.1940;0.0013	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1	5	4	1;0;0;0;0	chr5	+	134143640-134146201;134144869-134146201;134143640-134146224;134144869-134146224;134145340-134146224	134143592-134143640;134144797-134144869;134145260-134145340;134146201-134146303		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A134146303-134143592
CDC14B	ENSG00000081377.17	ENSG00000081377.17:s:96509673-96509789	-0.0816;0.1113;-0.0007	3.231e-01;6.122e-01;9.149e-07	1.380e-01;2.102e-02;9.693e-01	0.1074;0.8678;0.0264	0.0054;0.9933;0.0013	s|1e1.1o1|1e2.1o1|i	3	3	1;0;1	chr9	-	96504163-96509673;96503789-96509673;96504164-96509672	96500108-96503789;96504098-96504163;96509673-96509789	96504164-96509672	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A96509789-96500108
CDC14B	ENSG00000081377.17	ENSG00000081377.17:s:96515649-96515792	0.0097;0.1664;-0.2016;0.0059	8.943e-03;7.955e-01;9.382e-01;4.564e-02	6.661e-01;1.367e-02;2.417e-03;4.961e-01	0.0585;0.3608;0.3287;0.2561	0.0731;0.5339;0.1212;0.2673	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr9	-	96514949-96515649;96514369-96515649;96509789-96515649;96503789-96515649	96500108-96503789;96509673-96509789;96514216-96514369;96514503-96514949;96515649-96515792		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A96515792-96500108
CDC14B	ENSG00000081377.17	ENSG00000081377.17:s:96522506-96522603	0.1610;-0.1417;-0.0060;-0.0000	8.329e-01;7.379e-01;7.320e-03;7.590e-21	1.007e-02;2.139e-02;6.860e-01;9.996e-01	0.3679;0.4923;0.1267;0.0135	0.5417;0.3379;0.1113;0.0091	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr9	-	96515792-96522506;96509789-96522506;96503789-96522506;96496359-96522506	96496207-96496359;96500108-96503789;96509673-96509789;96515649-96515792;96522506-96522603		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A96522603-96496207
SMARCD3	ENSG00000082014.17	ENSG00000082014.17:s:151275114-151275252	-0.1239;0.1239	6.333e-01;6.333e-01	3.913e-02;3.913e-02	0.9109;0.0891	0.7580;0.2420	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	-	151245671-151275114;151243701-151275114	151243659-151243701;151245460-151245671;151275114-151275252		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A151275252-151243659
TRAF5	ENSG00000082512.15	ENSG00000082512.15:s:211365376-211365509	0.1470;0.2059;-0.3921;0.0182	8.493e-01;9.860e-01;1.000e+00;3.013e-02	7.524e-03;5.676e-05;9.770e-15;5.321e-01	0.0440;0.0778;0.7695;0.1145	0.1965;0.2869;0.3756;0.1466	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	1;1;0;1	chr1	+	211365468-211366391;211365468-211366411;211365468-211369452;211365510-211366390	211365376-211365509;211366391-211366490;211368929-211369592	211365510-211366390	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A211369592-211365376
TRAF5	ENSG00000082512.15	ENSG00000082512.15:t:211368929-211369592	0.0000;-0.3568;0.3145;0.0175	7.062e-21;1.000e+00;1.000e+00;2.416e-02	9.982e-01;5.536e-13;1.167e-09;5.533e-01	0.0114;0.7039;0.1731;0.1039	0.0204;0.3551;0.4843;0.1382	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1;0;1;1	chr1	+	211361162-211369452;211365468-211369452;211366490-211369452;211366491-211368928	211361088-211361162;211365376-211365509;211366391-211366490;211368929-211369592	211366491-211368928	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A211369592-211361088
NFE2L1	ENSG00000082641.16	ENSG00000082641.16:s:48050607-48051097	0.0172;0.0045;0.0907;-0.1134	9.829e-06;8.843e-21;4.325e-01;6.271e-01	6.269e-01;8.432e-01;6.677e-02;1.968e-02	0.0460;0.0273;0.0868;0.8367	0.0578;0.0430;0.1764;0.7199	s|1e1.1o1|2e1.1o1|3e1.1o1|i	4	2	1;0;0;0	chr17	+	48050627-48051117;48050781-48051117;48050819-48051117;48051098-48051116	48050607-48051097;48051117-48051628	48051098-48051116	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A48051628-48050607
ERC1	ENSG00000082805.20	ENSG00000082805.20:s:1408149-1408247	-0.2691;0.2691	1.000e+00;1.000e+00	7.443e-11;7.026e-11	0.5935;0.4065	0.3229;0.6771	s|1e1.1o1|1e2.1o1	2	3	0;0	chr12	+	1408247-1410389;1408247-1444562	1408149-1408247;1410389-1410453;1443291-1445055		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A1445055-1408149
ERC1	ENSG00000082805.20	ENSG00000082805.20:t:1443291-1445055	0.2415;-0.2051;-0.0159;0.0000	9.996e-01;9.948e-01;1.462e-02;7.586e-21	4.947e-08;4.462e-06;6.366e-01;1.000e+00	0.4439;0.4629;0.0981;0.0002	0.6893;0.2503;0.0607;0.0003	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;1;0	chr12	+	1408247-1444562;1410453-1444562;1412538-1444562;1430798-1444562	1408149-1408247;1410389-1410453;1412328-1412538;1430277-1430798;1443291-1445055		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A1445055-1408149
XPO1	ENSG00000082898.19	ENSG00000082898.19:s:61525492-61525775	-0.1165;0.1165	5.159e-01;5.159e-01	5.159e-02;5.159e-02	0.3649;0.6351	0.2198;0.7802	s|1e1.1o1|1e2.1o1	2	3	0;1	chr2	-	61525333-61525492;61522683-61525492	61522611-61523690;61525270-61525333;61525492-61525775		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A61525775-61522611
DOP1A	ENSG00000083097.15	ENSG00000083097.15:s:83067666-83067779	-0.2112;0.2112	8.703e-01;8.703e-01	6.099e-03;6.099e-03	0.7165;0.2835	0.4773;0.5227	s|1e1.1o1|1e2.1o1	2	3	0;1	chr6	+	83067779-83096731;83067779-83096925	83067666-83067779;83096729-83096823;83096925-83097115		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A83097115-83067666
DOP1A	ENSG00000083097.15	ENSG00000083097.15:s:83118888-83118987	0.1218;-0.1218	6.366e-01;6.366e-01	3.760e-02;3.760e-02	0.7542;0.2458	0.8890;0.1110	s|1e1.1o2|1e1.2o2	2	2	0;0	chr6	+	83118987-83119748;83118987-83119775	83118888-83118987;83119748-83119857		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A83119857-83118888
DOP1A	ENSG00000083097.15	ENSG00000083097.15:t:83096925-83097115	0.2945;-0.0000;-0.2944	9.966e-01;7.586e-21;9.966e-01	3.145e-05;1.000e+00;3.210e-05	0.1781;0.0019;0.8202	0.4765;0.0019;0.5217	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr6	+	83067779-83096925;83087166-83096925;83096823-83096925	na-83087166;83067666-83067779;83096729-83096823;83096925-83097115		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A83097115-83067666
ULK2	ENSG00000083290.20	ENSG00000083290.20:s:19825094-19825182	0.1770;-0.1770	7.696e-01;7.696e-01	1.417e-02;1.417e-02	0.6570;0.3430	0.8601;0.1399	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	19816920-19825094;19810438-19825094	19810378-19810438;19816749-19816920;19825094-19825182		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A19825182-19810378
CYLD	ENSG00000083799.18	ENSG00000083799.18:s:50742762-50742841	0.0000;0.0137;-0.0059;0.0000;0.0000;-0.1217;0.0966	7.586e-21;2.248e-03;4.408e-02;7.586e-21;1.658e-10;6.237e-01;4.975e-01	1.000e+00;7.057e-01;5.012e-01;1.000e+00;9.999e-01;4.144e-02;6.917e-02	0.0005;0.0079;0.3091;0.0005;0.0005;0.6077;0.0789	0.0006;0.0481;0.2918;0.0006;0.0026;0.4675;0.1925	s|1e3.1o3|1e3.2o3|2e1.1o1|2e2.1o1|2e3.1o3|2e3.2o3|2e3.3o3	7	4	0;1;0;1;0;0;1	chr16	+	50742822-50749549;50742822-50749576;50742841-50744730;50742841-50744868;50742841-50749549;50742841-50749576;50742841-50749649	50742762-50742841;50744730-50744866;50744868-na;50749549-50749798		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A50749798-50742762
CYLD	ENSG00000083799.18	ENSG00000083799.18:t:50742762-50742841	0.0498;-0.1091;0.0040;0.0177	2.772e-01;5.033e-01;1.997e-03;1.988e-02	1.637e-01;5.839e-02;7.874e-01;5.813e-01	0.1487;0.8289;0.0194;0.0039	0.2331;0.6751;0.0385;0.0549	t|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	0;0;1;1	chr16	+	50742124-50742762;50742216-50742762;50742662-50742762;50742217-50742761	na-50742662;50742050-50742216;50742762-50742841	50742217-50742761	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A50742841-50742050
CYLD	ENSG00000083799.18	ENSG00000083799.18:t:50749549-50749798	0.0000;0.0000;0.0000;0.0155;-0.1712;0.0193;0.0953	7.586e-21;7.586e-21;1.657e-10;3.698e-03;8.355e-01;6.005e-02;4.928e-01	1.000e+00;1.000e+00;9.999e-01;6.793e-01;1.038e-02;4.518e-01;7.261e-02	0.0005;0.0005;0.0005;0.0087;0.6681;0.2292;0.0883	0.0006;0.0006;0.0028;0.0487;0.4852;0.2645;0.1979	t|1e1.1o2|1e2.1o2|1e2.2o2|2e2.1o2|2e2.2o2|2e3.1o1|3e2.2o2	7	4	0;0;0;1;0;0;1	chr16	+	50742124-50749549;50742822-50749549;50742841-50749549;50742822-50749576;50742841-50749576;50744866-50749576;50742841-50749649	50742050-50742216;50742762-50742841;50744730-50744866;50749549-50749798		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A50749798-50742050
ZNF586	ENSG00000083828.16	ENSG00000083828.16:s:57769655-57769878	-0.0000;0.1347;-0.0712;-0.0394;-0.0002	7.586e-21;6.697e-01;3.320e-01;1.168e-01;2.714e-06	1.000e+00;3.166e-02;1.349e-01;3.284e-01;9.896e-01	0.0012;0.5439;0.3105;0.1296;0.0131	0.0009;0.7059;0.2096;0.0747;0.0092	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr19	+	57769878-57774766;57769878-57776543;57769878-57778751;57769878-57790274;57769878-57819568	57769655-57769878;57774766-57774815;57776543-57776669;57778751-57780616;57790274-57790400;57819568-57819939		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57819939-57769655
FAM234B	ENSG00000084444.14	ENSG00000084444.14:t:13055551-13055946	0.1782;-0.1782	7.512e-01;7.512e-01	1.538e-02;1.538e-02	0.7147;0.2853	0.9398;0.0602	t|1e1.1o1|1e2.1o1	2	3	0;1	chr12	+	13044440-13055551;13044908-13055551	na-13044908;13044381-13044440;13055551-13055946		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A13055946-13044381
NCOA1	ENSG00000084676.16	ENSG00000084676.16:t:24564295-24564430	0.0774;-0.0499;-0.1382;0.0930;0.0007	3.651e-01;1.443e-01;6.196e-01;4.535e-01;5.338e-05	1.080e-01;2.832e-01;3.410e-02;8.245e-02;9.753e-01	0.5603;0.0975;0.3173;0.0223;0.0021	0.6751;0.0182;0.1481;0.1418;0.0164	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;1	chr2	+	24491602-24564295;24492188-24564295;24554573-24564295;24556055-24564295;24564013-24564295	na-24564013;24491254-24491602;24491914-24492188;24554389-24554573;24556015-24556055;24564295-24564430		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A24564430-24491254
NCOA1	ENSG00000084676.16	ENSG00000084676.16:t:24768221-24770702	0.0043;-0.1055;0.0977;-0.0546;0.0489	1.423e-07;5.406e-01;4.664e-01;1.735e-01;6.186e-02	8.792e-01;6.084e-02;7.765e-02;2.362e-01;3.830e-01	0.0157;0.5953;0.2032;0.1594;0.0290	0.0394;0.4823;0.3065;0.0903;0.0798	t|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1|2e3.1o1	5	4	1;0;0;0;0	chr2	+	24758156-24768221;24762776-24768221;24768135-24768221;24762776-24768224;24768135-24768224	24757966-24758156;24762687-24762776;24767771-24768135;24768221-24770702		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A24770702-24757966
MECOM	ENSG00000085276.19	ENSG00000085276.19:s:169122580-169122672	-0.1035;0.1035	4.757e-01;4.757e-01	6.065e-02;6.065e-02	0.4856;0.5144	0.3240;0.6760	s|1e1.1o2|1e1.2o2	2	2	0;0	chr3	-	169121212-169122580;169121209-169122580	169120888-169121212;169122580-169122672		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A169122672-169120888
HACE1	ENSG00000085382.12	ENSG00000085382.12:s:104784086-104784173	-0.0421;0.1100;-0.0523;0.0000	9.693e-02;5.636e-01;2.128e-01;6.325e-09	3.449e-01;5.214e-02;2.183e-01;9.995e-01	0.0995;0.0625;0.8357;0.0011	0.0391;0.1869;0.7665;0.0056	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;1;0;0	chr6	-	104780457-104784086;104777321-104784086;104777317-104784086;104750472-104784086	104750341-104750472;104777206-104777321;104780353-104780457;104784086-104784173		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A104784173-104750341
HACE1	ENSG00000085382.12	ENSG00000085382.12:t:104777206-104777321	0.0985;-0.1381;0.0002;0.0137	4.923e-01;7.218e-01;9.925e-08;1.063e-02	7.200e-02;2.283e-02;9.948e-01;6.163e-01	0.0686;0.8916;0.0012;0.0436	0.1824;0.7434;0.0186;0.0639	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1	4	4	1;0;0;0	chr6	-	104777321-104784086;104777317-104784086;104777317-104782363;104777317-104780353	104777206-104777321;104780353-104780457;104782363-104782455;104784086-104784173		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A104784173-104777206
MTIF2	ENSG00000085760.15	ENSG00000085760.15:s:55268817-55269138	-0.0000;-0.1982;0.1978	2.380e-05;7.565e-01;7.548e-01	9.938e-01;1.243e-02;1.254e-02	0.0052;0.3169;0.6776	0.0050;0.0805;0.9148	s|1e1.1o1|2e1.1o1|2e2.1o1	3	3	0;0;0	chr2	-	55268739-55268992;55268739-55268817;55267635-55268817	55267569-55267787;55268578-55268739;55268817-55269138		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A55269138-55267569
RAD54L	ENSG00000085999.13	ENSG00000085999.13:s:46273355-46273465	-0.0395;0.1581;-0.0813	1.562e-01;7.729e-01;3.455e-01	2.769e-01;1.494e-02;1.265e-01	0.0526;0.8232;0.1245	0.0035;0.9931;0.0035	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;0;0	chr1	+	46273465-46273594;46273465-46273624;46273465-46274138	46273355-46273465;46273594-46273747;46274138-46274216		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A46274216-46273355
ACOX3	ENSG00000087008.16	ENSG00000087008.16:s:8374468-8375152	-0.1039;0.1039	5.357e-01;5.357e-01	6.176e-02;6.176e-02	0.6373;0.3627	0.5016;0.4984	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	-	8373628-8374978;8370994-8374978	8370908-8370994;8373561-8373815;8374468-8375152		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A8375152-8370908
ACOX3	ENSG00000087008.16	ENSG00000087008.16:s:8381492-8381607	-0.2148;0.1470;0.0577	9.877e-01;8.575e-01;1.889e-01	9.365e-05;6.736e-03;2.249e-01	0.9142;0.0322;0.0500	0.7036;0.1806;0.1196	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;1	chr4	-	8375152-8381492;8370994-8381492;8367080-8381492	8366282-8367080;8370908-8370994;8374468-8375152;8381492-8381607		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A8381607-8366282
ACOX3	ENSG00000087008.16	ENSG00000087008.16:t:8370908-8370994	0.1321;0.0397;-0.1789	7.807e-01;1.599e-01;8.808e-01	1.515e-02;2.736e-01;6.060e-03	0.0390;0.2961;0.6613	0.1719;0.3436;0.4785	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr4	-	8370994-8381492;8370994-8374978;8370994-8373561	8370908-8370994;8373561-8373815;8374468-8375152;8381492-8381607		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A8381607-8370908
MTMR2	ENSG00000087053.20	ENSG00000087053.20:s:95888156-95888261	0.0000;0.1415;-0.0135;0.0000;-0.1274	7.586e-21;7.930e-01;1.074e-05;7.586e-21;7.110e-01	1.000e+00;8.411e-03;6.913e-01;1.000e+00;1.920e-02	0.0011;0.1491;0.0592;0.0104;0.7769	0.0049;0.2953;0.0484;0.0060;0.6475	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	5	5	0;0;0;1;0	chr11	-	95887759-95888156;95887684-95888156;95882496-95888156;95866486-95888156;95865676-95888156	95865440-95865676;95866384-95866486;95882374-95882496;95887610-95887759;95888156-95888261		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A95888261-95865440
MTMR2	ENSG00000087053.20	ENSG00000087053.20:s:95923875-95924131	0.0000;0.1248;-0.1342;-0.0000	7.588e-21;6.739e-01;7.329e-01;7.586e-21	9.998e-01;2.921e-02;1.987e-02;1.000e+00	0.0061;0.3550;0.6272;0.0110	0.0201;0.4841;0.4895;0.0050	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr11	-	95914333-95923875;95914312-95923875;95888261-95923875;95865676-95923875	95865440-95865676;95888156-95888261;95914242-95914333;95923875-95924131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A95924131-95865440
MTMR2	ENSG00000087053.20	ENSG00000087053.20:t:95865440-95865676	0.0000;0.0000;0.0000;-0.1015;0.0997;0.0000;0.0029;-0.0002;0.0000	7.586e-21;7.586e-21;7.586e-21;5.322e-01;5.075e-01;7.586e-21;7.245e-04;7.683e-21;7.586e-21	1.000e+00;1.000e+00;1.000e+00;6.038e-02;6.192e-02;1.000e+00;7.273e-01;9.896e-01;1.000e+00	0.0066;0.0024;0.0001;0.6696;0.1790;0.0032;0.1034;0.0286;0.0040	0.0032;0.0001;0.0001;0.5625;0.2823;0.0001;0.1099;0.0297;0.0116	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o2|1e8.2o2	9	9	0;0;0;0;0;0;0;0;0	chr11	-	95865676-95923875;95865676-95914242;95865676-95910610;95865676-95888156;95865676-95887612;95865676-95887326;95865676-95882374;95865676-95866403;95865676-95866384	95865440-95865676;95866384-95866486;95882374-95882496;95887326-95887373;95887610-95887759;95888156-95888261;95910610-95910843;95914242-95914333;95923875-95924131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A95924131-95865440
HSD17B14	ENSG00000087076.9	ENSG00000087076.9:s:48813663-48813730	0.1350;-0.1350	6.638e-01;6.638e-01	3.225e-02;3.225e-02	0.6472;0.3528	0.8017;0.1983	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	-	48813552-48813663;48813348-48813663	48813018-48813348;48813433-48813552;48813663-48813730		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48813730-48813018
HSD17B14	ENSG00000087076.9	ENSG00000087076.9:t:48813018-48813348	-0.0001;-0.1280;0.1267;0.0000	6.290e-04;5.597e-01;5.595e-01;5.862e-08	8.758e-01;4.206e-02;4.295e-02;9.998e-01	0.0233;0.4509;0.5178;0.0020	0.0260;0.3017;0.6771;0.0022	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	1;0;0;0	chr19	-	48813348-48815037;48813348-48813663;48813348-48813456;48813348-48813433	48813018-48813348;48813433-48813552;48813663-48813730;48815037-48815141		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48815141-48813018
HSD17B14	ENSG00000087076.9	ENSG00000087076.9:t:48815037-48815141	0.0008;0.0448;-0.1192;0.0494;-0.0001	3.483e-06;2.138e-01;5.546e-01;2.122e-01;1.085e-06	9.725e-01;2.117e-01;4.865e-02;2.205e-01;9.966e-01	0.0014;0.2582;0.6440;0.0886;0.0089	0.0253;0.3119;0.4958;0.1612;0.0058	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	1;0;0;1;1	chr19	-	48815141-48834276;48815141-48832666;48815141-48831668;48815141-48818740;48815141-48818052	48815037-48815141;48818052-na;48818740-48818865;48831668-48831759;48832666-48832752;48834276-48834358		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48834358-48815037
PGS1	ENSG00000087157.19	ENSG00000087157.19:t:78423192-78423295	0.0016;-0.1107;0.1023	3.818e-02;5.423e-01;4.820e-01	5.220e-01;5.951e-02;7.019e-02	0.1101;0.3299;0.5527	0.1175;0.1913;0.6909	t|1e1.1o2|1e1.2o2|i	3	2	1;1;1	chr17	+	78419675-78423192;78419725-78423192;78421912-78423191	78419546-78419927;78423192-78423295	78421912-78423191	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78423295-78419546
UIMC1	ENSG00000087206.17	ENSG00000087206.17:s:176982469-176982623	0.1525;-0.1525	8.755e-01;8.755e-01	1.758e-04;1.758e-04	0.0468;0.9532	0.1942;0.8058	s|1e1.1o1|1e2.1o1	2	3	1;0	chr5	-	176980390-176982469;176975480-176982469	176975396-176975480;176980121-176980390;176982469-176982623		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A176982623-176975396
