gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,ControlControl_mean_psi,ControlTDP43KD_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
PARP11,ENSG00000111224.14,ENSG00000111224.14:s:3829890-3830018,0.1399;-0.1399,5.659e-01;5.659e-01,3.503e-02;3.503e-02,0.3213;0.6787,0.5088;0.4912,s|1e1.1o1|1e2.1o1,2,3,0;0,chr12,-,3829030-3829890;3826233-3829890,3826158-3826233;3828910-3829030;3829890-3830018,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A3830018-3826158
STX2,ENSG00000111450.14,ENSG00000111450.14:s:130806982-130807090,0.1373;0.0089;-0.2083;0.0000;0.0198,7.707e-01;9.333e-05;9.921e-01;6.901e-21;1.251e-02,1.755e-02;7.528e-01;1.185e-05;1.000e+00;5.742e-01,0.1008;0.0042;0.8476;0.0017;0.0429,0.2459;0.0445;0.6344;0.0053;0.0687,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,1;1;0;1;1,chr12,-,130804543-130806982;130804540-130806982;130801488-130806982;130801290-130806982;130801489-130806981,na-130804540;na-130804543;130801153-130801290;130801415-130801488;130806982-130807090,130801489-130806981,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A130807090-130801153
UHRF1BP1L,ENSG00000111647.13,ENSG00000111647.13:s:100072672-100072813,0.1773;-0.1773,8.467e-01;8.467e-01,9.455e-03;9.455e-03,0.0919;0.9081,0.2723;0.7277,s|1e1.1o1|1e2.1o1,2,3,0;0,chr12,-,100070169-100072672;100060043-100072672,100059850-100060043;100069908-100070169;100072672-100072813,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A100072813-100059850
UHRF1BP1L,ENSG00000111647.13,ENSG00000111647.13:s:100086275-100086358,-0.2174;0.2174,9.624e-01;9.624e-01,1.046e-03;1.046e-03,0.9943;0.0057,0.7463;0.2537,s|1e1.1o1|1e2.1o1,2,3,0;0,chr12,-,100084658-100086275;100083134-100086275,100083016-100083134;100084476-100084658;100086275-100086358,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A100086358-100083016
GNB3,ENSG00000111664.11,ENSG00000111664.11:s:6843632-6843698,-0.0902;0.1419;-0.0134,4.279e-01;7.205e-01;1.958e-02,9.936e-02;2.390e-02;6.239e-01,0.1378;0.8093;0.0446,0.0266;0.9701;0.0033,s|1e1.1o2|2e1.1o2|2e1.2o2,3,2,0;0;0,chr12,+,6843695-6843777;6843698-6843777;6843698-6843900,6843632-6843698;6843777-6843978,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6843978-6843632
LPCAT3,ENSG00000111684.11,ENSG00000111684.11:s:6977367-6977525,-0.1067;0.1067,5.276e-01;5.276e-01,6.571e-02;6.571e-02,0.6965;0.3035,0.5674;0.4326,s|1e1.1o1|i,2,2,0;1,chr12,-,6977262-6977367;6977263-6977366,6977134-6977262;6977367-6977525,6977263-6977366,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A6977525-6977134
GOLT1B,ENSG00000111711.10,ENSG00000111711.10:s:21506885-21506976,-0.0736;-0.0597;0.1515;0.0000,3.429e-01;2.872e-01;6.503e-01;4.220e-06,1.356e-01;1.424e-01;2.806e-02;9.980e-01,0.1286;0.3620;0.4950;0.0028,0.0383;0.2691;0.6840;0.0036,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr12,+,21506976-21507117;21506976-21507944;21506976-21508383;21506976-21512295,21506885-21506976;21507117-21507305;21507944-21508109;21508383-21508561;21512295-21512376,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A21512376-21506885
HCFC2,ENSG00000111727.12,ENSG00000111727.12:s:104082713-104082905,-0.1614;0.1602;0.0000,8.203e-01;8.173e-01;3.966e-07,1.153e-02;1.172e-02;9.993e-01,0.9682;0.0292;0.0028,0.7943;0.2025;0.0034,s|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;1;1,chr12,+,104082901-104086847;104082901-104087986;104082905-104086847,104082713-104082905;104086847-104087014;104087986-104088038,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A104088038-104082713
HCFC2,ENSG00000111727.12,ENSG00000111727.12:t:104087986-104088038,0.1743;-0.1743,8.426e-01;8.426e-01,9.913e-03;9.913e-03,0.0522;0.9478,0.2447;0.7553,t|1e1.1o2|1e2.1o1,2,3,1;0,chr12,+,104082901-104087986;104087014-104087986,104082713-104082905;104086847-104087014;104087986-104088038,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A104088038-104082713
FGFR1OP2,ENSG00000111790.14,ENSG00000111790.14:t:26960996-26963455,0.1070;-0.1070,5.650e-01;5.650e-01,5.716e-02;5.716e-02,0.6691;0.3309,0.7970;0.2030,t|1e1.1o1|1e2.1o1,2,3,0;0,chr12,+,26957743-26963342;26960628-26963342,26957601-26957971;26960515-26960846;26960996-26963455,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A26963455-26957601
BTN3A3,ENSG00000111801.16,ENSG00000111801.16:s:26443957-26444304,-0.1027;0.0001;0.1025,4.356e-01;5.121e-04;4.356e-01,5.926e-02;9.653e-01;5.966e-02,0.7901;0.0083;0.2008,0.6136;0.0091;0.3758,s|1e1.1o1|1e2.1o1|i,3,3,0;0;0,chr6,+,26444304-26445704;26444304-26448728;26444305-26445537,26443957-26444304;26445538-26445985;26448728-26448754,26444305-26445537,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A26448754-26443957
MCM9,ENSG00000111877.18,ENSG00000111877.18:s:118826782-118826864,-0.1026;0.1026,4.485e-01;4.485e-01,6.560e-02;6.560e-02,0.7583;0.2417,0.6169;0.3831,s|1e1.1o1|1e2.1o1,2,3,0;1,chr6,-,118826292-118826782;118816294-118826782,118813442-118816294;118826147-118826292;118826782-118826864,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A118826864-118813442
MCM9,ENSG00000111877.18,ENSG00000111877.18:s:118829028-118829253,-0.2341;0.2341,9.451e-01;9.451e-01,2.099e-03;2.099e-03,0.9645;0.0355,0.7216;0.2784,s|1e1.1o1|1e2.1o1,2,3,0;0,chr6,-,118828130-118829048;118826864-118829048,118826782-118826864;118827819-118828130;118829028-118829253,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A118829253-118826782
MCM9,ENSG00000111877.18,ENSG00000111877.18:s:118934891-118935162,-0.2883;0.2883,9.123e-01;9.123e-01,2.754e-03;2.754e-03,0.6903;0.3097,0.3616;0.6384,s|1e1.1o1|1e2.1o1,2,3,0;0,chr6,-,118932740-118934891;118931738-118934891,118931420-118931738;118932607-118932740;118934891-118935162,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A118935162-118931420
MCM9,ENSG00000111877.18,ENSG00000111877.18:t:118826782-118826864,0.2261;-0.2261;-0.0000,8.932e-01;8.888e-01;1.807e-05,4.820e-03;5.032e-03;9.945e-01,0.0425;0.9532;0.0050,0.2969;0.6983;0.0047,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;1,chr6,-,118826864-118829048;118826864-118827927;118826864-118827819,118826782-118826864;118827819-118828130;118829028-118829253,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A118829253-118826782
NCOA7,ENSG00000111912.20,ENSG00000111912.20:s:125781161-125781371,0.1043;-0.1043,5.065e-01;5.065e-01,7.537e-02;7.537e-02,0.8677;0.1323,0.9897;0.0103,s|1e1.1o1|1e2.1o1,2,3,0;1,chr6,+,125781371-125786137;125781371-125815291,125781161-125781371;125786137-125786213;125815218-125815404,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A125815404-125781161
NCOA7,ENSG00000111912.20,ENSG00000111912.20:s:125885159-125885343,0.3376;-0.3376,1.000e+00;1.000e+00,7.240e-15;6.328e-15,0.2204;0.7796,0.5498;0.4502,s|1e1.1o2|1e1.2o2,2,2,0;0,chr6,+,125885343-125888939;125885343-125888972,125885159-125885343;125888939-125889981,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A125889981-125885159
MTRF1L,ENSG00000112031.16,ENSG00000112031.16:t:152987362-152990095,0.1147;-0.1147,6.021e-01;6.021e-01,4.938e-02;4.938e-02,0.2753;0.7247,0.3985;0.6015,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,-,152990095-152992857;152990095-152991185,152987362-152990095;152991185-152991416;152992857-152992974,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A152992974-152987362
OPRM1,ENSG00000112038.18,ENSG00000112038.18:s:154039349-154039834,0.1313;-0.0026;-0.0019;0.0117;0.0000;-0.1155;0.0000,6.689e-01;1.557e-02;5.114e-05;3.949e-03;7.062e-21;5.920e-01;4.086e-09,3.448e-02;6.197e-01;9.278e-01;6.561e-01;1.000e+00;4.993e-02;9.997e-01,0.3273;0.1293;0.0308;0.0277;0.0005;0.4744;0.0005,0.4757;0.1241;0.0007;0.0563;0.0007;0.3386;0.0007,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1,7,7,0;1;1;1;1;0;0,chr6,+,154039834-154046694;154039834-154073515;154039834-154073519;154039834-154075474;154039834-154083539;154039834-154089826;154039834-154090952,154039349-154039834;154046694-154046815;154073515-154074458;154075474-na;154083490-154084094;154089762-154090178;154090952-154091593,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A154091593-154039349
OPRM1,ENSG00000112038.18,ENSG00000112038.18:t:154073515-154074458,-0.0705;0.2447;-0.0630;-0.0372,3.568e-01;8.666e-01;2.411e-01;1.722e-01,1.151e-01;5.369e-03;2.014e-01;2.592e-01,0.4328;0.2924;0.1011;0.1657,0.3182;0.5813;0.0030;0.1020,t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,1;0;1;1,chr6,+,154039834-154073515;154046815-154073515;154039834-154073519;154046815-154073519,154039349-154039834;154046694-154046815;154073515-154074458,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A154074458-154039349
OPRM1,ENSG00000112038.18,ENSG00000112038.18:t:154089762-154090178,0.0000;0.0000;-0.1844;0.0197;0.0415;-0.0034;0.1207;-0.0056,1.055e-09;1.055e-09;8.256e-01;4.559e-02;9.956e-02;5.361e-04;6.176e-01;2.494e-03,1.000e+00;1.000e+00;1.107e-02;4.818e-01;3.488e-01;8.678e-01;4.425e-02;7.469e-01,0.0007;0.0007;0.7308;0.0366;0.0058;0.0324;0.1562;0.0406,0.0009;0.0009;0.5094;0.0726;0.0782;0.0083;0.2968;0.0286,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o2|1e5.2o2,8,6,0;0;0;1;0;1;0;0,chr6,+,154010559-154089826;154011018-154089826;154039834-154089826;154046815-154089826;154083711-154089826;154084094-154089826;154087785-154089826;154087804-154089826,154010496-154011018;154039349-154039834;154046694-154046815;154083490-154084094;154086507-154087804;154089762-154090178,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A154090178-154010496
ZNF451,ENSG00000112200.17,ENSG00000112200.17:s:57099061-57099141,-0.0032;0.1721;-0.0000;-0.1494;-0.0102,1.361e-02;8.741e-01;7.062e-21;7.634e-01;2.783e-03,6.476e-01;6.678e-03;1.000e+00;2.024e-02;6.544e-01,0.1335;0.3191;0.0006;0.4930;0.0568,0.1355;0.4987;0.0006;0.3235;0.0396,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;0;0;0;1,chr6,+,57099141-57099469;57099141-57100603;57099141-57124429;57099141-57124734;57099141-57133042,57099061-57099141;57099469-57099610;57100603-57100953;57124429-57124523;57124734-57124859;57133042-57133192,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A57133192-57099061
E2F3,ENSG00000112242.15,ENSG00000112242.15:s:20479846-20479957,0.0002;-0.1013;0.0717;0.0026,1.890e-08;5.123e-01;2.924e-01;6.648e-05,9.910e-01;6.907e-02;1.616e-01;8.898e-01,0.0003;0.8449;0.1255;0.0299,0.0155;0.7386;0.2086;0.0352,s|1e1.1o1|1e2.1o2|1e2.2o2|i,4,3,1;0;0;1,chr6,+,20479957-20480537;20479957-20481206;20479957-20481224;20479958-20481205,20479846-20479957;20480537-na;20481206-20481425,20479958-20481205,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A20481425-20479846
ALDH5A1,ENSG00000112294.14,ENSG00000112294.14:t:24515125-24515712,-0.0000;-0.1422;0.1427,7.062e-21;7.134e-01;7.162e-01,1.000e+00;2.640e-02;2.594e-02,0.0018;0.9097;0.0885,0.0015;0.7564;0.2421,t|1e1.1o1|2e1.1o1|2e2.1o1,3,3,0;0;0,chr6,+,24504985-24515125;24504985-24515167;24511868-24515167,24504869-24504985;24511830-24511868;24515125-24515712,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A24515712-24504869
PHF1,ENSG00000112511.18,ENSG00000112511.18:s:33414725-33414829,-0.1310;0.2272;0.0000;-0.0056;-0.0323,7.098e-01;9.785e-01;7.062e-21;1.789e-05;9.974e-03,2.775e-02;6.723e-04;1.000e+00;8.229e-01;5.196e-01,0.4103;0.4776;0.0004;0.0399;0.0650,0.2740;0.7125;0.0007;0.0007;0.0121,s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.2o3|1e2.3o3,5,3,0;0;1;1;1,chr6,+,33414829-33414955;33414829-33414966;33414829-33414971;33414829-33415235;33414829-33415261,33414725-33414829;33414955-33415144;33415215-33415333,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A33415333-33414725
MDFI,ENSG00000112559.15,ENSG00000112559.15:s:41638739-41638825,0.1046;-0.0980;-0.0087,4.917e-01;4.769e-01;1.401e-01,6.173e-02;8.186e-02;2.964e-01,0.6964;0.1369;0.1773,0.8522;0.0074;0.1405,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;1;0,chr6,+,41638825-41646126;41638825-41646131;41638825-41649619,41638739-41638825;41646126-41646308;41649619-41650112,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A41650112-41638739
MRPL2,ENSG00000112651.12,ENSG00000112651.12:t:43054029-43054486,-0.0483;-0.0351;0.1023,1.166e-01;3.279e-03;5.343e-01,3.218e-01;5.210e-01;4.636e-02,0.1727;0.0628;0.7631,0.1060;0.0162;0.8767,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr6,-,43054486-43058065;43054486-43055897;43054486-43055545,43054029-43054486;43055545-43055717;43055892-43056007;43057571-43058233,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43058233-43054029
EXOC2,ENSG00000112685.14,ENSG00000112685.14:s:693019-693139,0.1096;-0.0867;-0.0001;-0.0027,5.594e-01;3.792e-01;4.790e-07;6.639e-02,5.749e-02;1.158e-01;9.962e-01;4.395e-01,0.1590;0.1135;0.0115;0.7096,0.3026;0.0074;0.0015;0.6893,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;1;0,chr6,-,689212-693019;657250-693019;647666-693019;637861-693019,637701-637861;647501-647666;657163-657250;689139-689212;693019-693139,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A693139-637701
EXOC2,ENSG00000112685.14,ENSG00000112685.14:t:637701-637861,0.1284;-0.0012;-0.0672;-0.0017;-0.0032,6.478e-01;2.759e-05;3.149e-01;5.359e-04;1.314e-04,3.743e-02;9.431e-01;1.498e-01;8.074e-01;8.850e-01,0.6653;0.0257;0.2310;0.0383;0.0340,0.8158;0.0092;0.1436;0.0275;0.0014,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;1;1;0;1,chr6,-,637861-693019;637861-692274;637861-689139;637861-657163;637861-647501,637701-637861;647501-647666;657163-657250;689139-689212;692274-na;693019-693139,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A693139-637701
VEGFA,ENSG00000112715.25,ENSG00000112715.25:s:43780732-43780854,-0.0721;0.1657;-0.0211;-0.0000;-0.0434,3.378e-01;7.373e-01;8.582e-02;1.867e-08;1.802e-01,1.388e-01;1.897e-02;3.956e-01;9.999e-01;2.527e-01,0.1562;0.5972;0.0878;0.0018;0.1594,0.0659;0.7900;0.0576;0.0014;0.0879,s|1e1.1o2|2e1.1o2|2e2.1o1|3e1.1o2|i,5,3,0;0;0;0;0,chr6,+,43780785-43781956;43780803-43781956;43780803-43784541;43780854-43781956;43780855-43781955,43780732-43780854;43781956-43782087;43784541-43784589,43780855-43781955,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A43784589-43780732
FBRSL1,ENSG00000112787.14,ENSG00000112787.14:s:132508153-132508388,-0.1587;0.1438;0.0000;0.0000;0.0000;0.0000,9.073e-01;8.427e-01;7.062e-21;7.062e-21;7.062e-21;7.062e-21,2.071e-03;4.915e-03;1.000e+00;1.000e+00;1.000e+00;1.000e+00,0.3990;0.5856;0.0020;0.0062;0.0049;0.0011,0.2411;0.7289;0.0009;0.0171;0.0082;0.0001,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e2.1o1,6,6,0;0;1;1;1;1,chr12,+,132508350-132509166;132508350-132525734;132508350-132527953;132508350-132548003;132508350-132567481;132508388-132525734,132508153-132508388;132509166-132511952;132525734-132525823;132527953-132527988;132548003-132548032;132567481-132567526,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A132567526-132508153
FBRSL1,ENSG00000112787.14,ENSG00000112787.14:s:132569909-132570241,0.0966;-0.1002;0.0000;0.0000;-0.0001,4.978e-01;5.190e-01;7.063e-21;7.063e-21;7.091e-21,7.291e-02;6.969e-02;1.000e+00;9.999e-01;9.970e-01,0.4764;0.4922;0.0020;0.0003;0.0239,0.5882;0.3838;0.0142;0.0136;0.0003,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,5,5,0;1;1;1;1,chr12,+,132570241-132570335;132570241-132570338;132570241-132571068;132570241-132571307;132570241-132572288,132569909-132570241;132570335-132570540;132571068-132571136;132571307-132571524;132571861-132572344,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A132572344-132569909
FBRSL1,ENSG00000112787.14,ENSG00000112787.14:t:132571307-132571524,0.0025;0.1072;-0.0531;-0.0687,3.933e-04;5.286e-01;2.476e-01;3.113e-01,9.042e-01;6.378e-02;1.941e-01;1.555e-01,0.0010;0.4255;0.3812;0.1857,0.0305;0.5510;0.3020;0.1046,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;0;0;1,chr12,+,132570241-132571307;132570540-132571307;132571136-132571307;132571231-132571307,132569909-132570241;132570335-132570540;132571068-132571136;132571152-132571231;132571307-132571524,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A132571524-132569909
CEP72,ENSG00000112877.8,ENSG00000112877.8:s:663416-663572,-0.1030;0.1030,5.088e-01;5.088e-01,7.413e-02;7.413e-02,0.1369;0.8631,0.0062;0.9938,s|1e1.1o1|i,2,2,0;1,chr5,+,663572-665180;663573-665179,663416-663572;665180-665325,663573-665179,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A665325-663416
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:644138-644425,-0.1474;0.0693;0.0433,7.184e-01;3.444e-01;2.076e-01,2.461e-02;1.268e-01;2.019e-01,0.3593;0.3680;0.2610,0.1905;0.4739;0.3217,t|1e1.1o1|1e2.1o1|i,3,3,0;1;1,chr5,+,640604-644299;643669-644299;641944-644137,na-643669;640408-640604;644138-644425,641944-644137,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A644425-640408
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:652988-653553,-0.7540;0.5092;0.2054,1.000e+00;1.000e+00;9.364e-01,0.000e+00;2.446e-12;2.017e-03,0.9827;0.0152;0.0024,0.2496;0.5131;0.2302,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;1,chr5,+,647916-652988;648223-652988;648986-652988,na-648986;647805-647916;648100-648223;652988-653553,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A653553-647805
NME5,ENSG00000112981.5,ENSG00000112981.5:s:138128479-138128643,0.1144;-0.1144,5.598e-01;5.598e-01,5.748e-02;5.748e-02,0.0090;0.9910,0.1617;0.8383,s|1e1.1o1|1e2.1o1,2,3,0;0,chr5,-,138127701-138128479;138118936-138128479,138118818-138118936;138127433-138127701;138128479-138128643,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A138128643-138118818
BRD8,ENSG00000112983.18,ENSG00000112983.18:s:138160069-138160173,0.2440;-0.2440,9.970e-01;9.970e-01,5.700e-06;5.700e-06,0.6755;0.3245,0.9182;0.0818,s|1e1.1o1|1e2.1o1,2,3,0;0,chr5,-,138159599-138160069;138157267-138160069,138156882-138157267;138159554-138159599;138160069-138160173,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A138160173-138156882
BRD8,ENSG00000112983.18,ENSG00000112983.18:t:138156882-138157267,-0.2238;0.2195;0.0019,9.987e-01;9.951e-01;1.090e-03,2.006e-06;1.328e-05;7.386e-01,0.2872;0.6254;0.0838,0.0662;0.8449;0.0862,t|1e1.1o1|1e2.1o2|1e3.1o1,3,4,0;0;0,chr5,-,138157267-138160069;138157267-138159555;138157267-138157642,138156882-138157267;138157642-138157904;138159554-138159599;138160069-138160173,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A138160173-138156882
TMCO6,ENSG00000113119.13,ENSG00000113119.13:s:140639435-140639612,0.0003;0.4548;-0.4585,2.313e-04;9.929e-01;9.933e-01,9.800e-01;1.037e-04;9.728e-05,0.0054;0.1275;0.8667,0.0084;0.5772;0.4128,s|1e1.1o1|2e1.1o1|3e1.1o1,3,2,0;0;0,chr5,+,140639563-140639739;140639608-140639739;140639612-140639739,140639435-140639612;140639739-140639864,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A140639864-140639435
CERT1,ENSG00000113163.19,ENSG00000113163.19:s:75400205-75400297,0.1311;-0.1360;0.0000,7.389e-01;7.733e-01;7.062e-21,1.948e-02;1.471e-02;1.000e+00,0.1479;0.8491;0.0027,0.2858;0.7073;0.0062,s|1e1.1o1|1e2.1o1|1e3.2o2,3,4,0;0;0,chr5,-,75399387-75400205;75389687-75400205;75386034-75400205,75385948-75386057;75389592-75389687;75399310-75399387;75400205-75400297,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A75400297-75385948
CERT1,ENSG00000113163.19,ENSG00000113163.19:t:75389592-75389687,0.0000;-0.1854;0.1855,7.062e-21;9.700e-01;9.704e-01,1.000e+00;3.013e-04;2.911e-04,0.0007;0.8741;0.1252,0.0006;0.6820;0.3174,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr5,-,75389687-75411011;75389687-75400205;75389687-75399310,75389592-75389687;75399310-75399387;75400205-75400297;75410690-75411103,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A75411103-75389592
CLK4,ENSG00000113240.13,ENSG00000113240.13:s:178623256-178623416,0.0011;-0.0005;0.1221;-0.1167,1.519e-04;2.257e-05;6.637e-01;6.093e-01,9.425e-01;9.800e-01;3.662e-02;4.664e-02,0.0119;0.0149;0.0400;0.9332,0.0225;0.0016;0.1759;0.8000,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,0;0;0;0,chr5,-,178622459-178623256;178620673-178623256;178619896-178623256;178618778-178623256,178617697-178618778;178619838-178620673;178621809-178622459;178623256-178623416,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A178623416-178617697
CLINT1,ENSG00000113282.14,ENSG00000113282.14:s:157791620-157791724,0.0000;-0.1892;0.1755;0.0000,7.062e-21;9.820e-01;9.523e-01;7.062e-21,1.000e+00;5.119e-05;1.699e-04;1.000e+00,0.0036;0.5674;0.4261;0.0037,0.0056;0.3778;0.6029;0.0141,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.2o2,4,4,0;0;0;1,chr5,-,157790651-157791703;157789567-157791703;157789513-157791703;157787992-157791703,157785743-157788018;157789363-157790561;157790600-157790651;157791620-157791724,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A157791724-157785743
CLINT1,ENSG00000113282.14,ENSG00000113282.14:t:157789363-157790561,-0.1859;0.0000;0.0000;0.1860;0.0000,9.731e-01;7.062e-21;7.062e-21;9.724e-01;7.062e-21,7.397e-05;1.000e+00;1.000e+00;6.016e-05;1.000e+00,0.5699;0.0023;0.0001;0.4280;0.0001,0.3848;0.0001;0.0001;0.6139;0.0020,t|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1,5,4,0;1;1;0;0,chr5,-,157789567-157791703;157789567-157790600;157789513-157794898;157789513-157791703;157789513-157790600,157789363-157790561;157790600-157790651;157791620-157791724;157794898-157796145,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A157796145-157789363
PDE4D,ENSG00000113448.19,ENSG00000113448.19:s:59180593-59180644,-0.0000;-0.0000;0.0571;0.0011;0.0049;-0.1159;-0.0000,2.261e-09;2.261e-09;2.451e-01;1.130e-04;1.481e-03;5.880e-01;2.261e-09,1.000e+00;1.000e+00;1.953e-01;9.552e-01;8.321e-01;5.168e-02;1.000e+00,0.0010;0.0010;0.0552;0.0010;0.0010;0.9393;0.0010,0.0010;0.0010;0.1327;0.0233;0.0342;0.8025;0.0010,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1,7,8,0;0;0;1;0;0;0,chr5,-,59174472-59180595;59172879-59180595;59157362-59180595;59125331-59180595;59091125-59180595;59038971-59180595;58993465-59180595,58993372-58993465;59038859-59038971;59091082-59091125;59125236-59125331;59157066-59157362;59172802-59172879;59174350-59174472;59180593-59180644,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A59180644-58993372
